speno_yr,age_class,sex,data_source,daily_prop_ho,peak_ho_hr,doy,year,lat,lon,daylength,iceconc,air2m,rolling_temp,atdd,CM_index,EM_index
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,92,2006,71.21130736,-154.7644771,14.18956436,0.999999978,-19.69463196,-17.3853821,0,-58,-47
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,93,2006,71.21130736,-154.7644771,14.34868241,0.999999978,-16.42877808,-17.7953094,0,-57,-46
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,94,2006,71.21130736,-154.7644771,14.50844648,0.999999978,-16.5947937,-19.3667511,0,-56,-45
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,95,2006,71.21130736,-154.7644771,14.66891247,0.999999978,-17.54300537,-18.7021393,0,-55,-44
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,96,2006,71.21130736,-154.7644771,14.83013893,0.999999978,-16.91382446,-16.6458191,0,-54,-43
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,97,2006,71.21130736,-154.7644771,14.9921874,0.999999978,-17.67230835,-14.9856628,0,-53,-42
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,98,2006,71.21130736,-154.7644771,15.15512276,0.999999978,-19.55725708,-11.9884705,0,-52,-41
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,99,2006,71.21130736,-154.7644771,15.31901366,0.969999978,-18.56874695,-11.1965698,0,-51,-40
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,100,2006,71.21130736,-154.7644771,15.48393296,0.989999978,-20.3901886,-10.5294556,0,-50,-39
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,101,2006,71.21130736,-154.7644771,15.64995824,0.989999978,-19.30370178,-12.1547607,0,-49,-38
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,102,2006,71.21130736,-154.7644771,15.81717248,0.979999978,-17.06769409,-15.1595215,0,-48,-37
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,103,2006,71.21130736,-154.7644771,15.98566469,0.989999978,-16.55597534,-18.2466644,0,-47,-36
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,104,2006,71.21130736,-154.7644771,16.15553078,0.999999978,-12.20722046,-17.4089417,0,-46,-35
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,105,2006,71.21130736,-154.7644771,16.32687446,0.999999978,-11.71219482,-17.8837189,0,-45,-34
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,106,2006,71.21130736,-154.7644771,16.49980839,0.999999978,-11.38883057,-16.6403259,0,-44,-33
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,107,2006,71.21130736,-154.7644771,16.67445547,0.999999978,-11.64694824,-16.3171143,0,-43,-32
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,108,2006,71.21130736,-154.7644771,16.85095041,0.999999978,-11.90170898,-13.5395264,0,-42,-31
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,109,2006,71.21130736,-154.7644771,17.02944155,0.999999978,-17.20760193,-9.1840881,0,-41,-30
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,110,2006,71.21130736,-154.7644771,17.21009311,0.999999978,-17.22925415,-9.6758789,0,-40,-29
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,111,2006,71.21130736,-154.7644771,17.39308788,0.999999978,-16.39154663,-12.7165588,0,-39,-28
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,112,2006,71.21130736,-154.7644771,17.5786305,0.999999978,-16.48407593,-10.6232971,0,-38,-27
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,113,2006,71.21130736,-154.7644771,17.7669515,0.999999978,-15.28586426,-8.4087891,0,-37,-26
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,114,2006,71.21130736,-154.7644771,17.95831233,0.999999978,-11.28952637,-8.0240234,0,-36,-25
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,115,2006,71.21130736,-154.7644771,18.15301169,0.999999978,-7.238775635,-6.5418762,0,-35,-24
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,116,2006,71.21130736,-154.7644771,18.35139357,0.979999978,-8.480566406,-6.5416931,0,-34,-23
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,117,2006,71.21130736,-154.7644771,18.55385759,0.979999978,-12.91968384,-9.3252014,0,-33,-22
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,118,2006,71.21130736,-154.7644771,18.7608726,0.999999978,-10.15454712,-6.8047852,0,-32,-21
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,119,2006,71.21130736,-154.7644771,18.97299467,0.999999978,-8.135351562,-8.4412903,0,-31,-20
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,120,2006,71.21130736,-154.7644771,19.19089157,0.999999978,-8.352148437,-9.1373657,0,-30,-19
PH2005_6003_2006,Adult,Male,NOAA,0,NA,121,2006,71.21130736,-154.7644771,19.41537665,0.999999978,-7.307501221,-8.3040527,0,-29,-18
PH2005_6003_2006,Adult,Male,NOAA,6.25,0.606501915,122,2006,71.21130736,-154.7644771,19.64745704,0.999999978,-7.049505615,-5.825293,0,-28,-17
PH2005_6003_2006,Adult,Male,NOAA,25.41666667,1.001019048,123,2006,71.21130736,-154.7644771,19.88840419,0.999999978,-10.65332642,-4.1364807,0,-27,-16
PH2005_6003_2006,Adult,Male,NOAA,0,NA,124,2006,71.21130736,-154.7644771,20.13986094,0.999999978,-8.328222656,-1.3866638,0,-26,-15
PH2005_6003_2006,Adult,Male,NOAA,37.95833333,3.074542921,125,2006,71.21130736,-154.7644771,20.40401113,0.999999978,-8.230352783,-0.9041199,0,-25,-14
PH2005_6003_2006,Adult,Male,NOAA,38.33333333,-3.093886987,126,2006,71.21130736,-154.7644771,20.68386292,0.999999978,-8.598303223,-1.3214478,0,-24,-13
PH2005_6003_2006,Adult,Male,NOAA,0,NA,127,2006,71.21130736,-154.7644771,20.98375557,0.989999978,-8.538427734,-2.0396179,0,-23,-12
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,128,2006,71.21130736,-154.7644771,21.3103508,0.969999978,-6.169042969,0.5720459,0,-22,-11
PH2005_6003_2006,Adult,Male,NOAA,2.5,-0.177659973,129,2006,71.21130736,-154.7644771,21.67483253,0.999999978,-2.917730713,0.0053345,0,-21,-10
PH2005_6003_2006,Adult,Male,NOAA,0,NA,130,2006,71.21130736,-154.7644771,22.09881485,0.999999978,-1.714788818,-1.9040894,0,-20,-9
PH2005_6003_2006,Adult,Male,NOAA,2.083333333,0.742855763,131,2006,71.21130736,-154.7644771,22.63664836,0.999999978,-1.349432373,-1.9301208,0,-19,-8
PH2005_6003_2006,Adult,Male,NOAA,31.66666667,-0.752455074,132,2006,71.21130736,-154.7644771,23.62678122,0.999999978,-1.735510254,-2.4278931,0,-18,-7
PH2005_6003_2006,Adult,Male,NOAA,23.66666667,0.685768952,133,2006,71.21130736,-154.7644771,24,0.999999978,-3.10993042,-1.0592407,0,-17,-6
PH2005_6003_2006,Adult,Male,NOAA,36.25,-0.829540449,134,2006,71.21130736,-154.7644771,24,0.999999978,0.556420898,-0.6755127,1,-16,-5
PH2005_6003_2006,Adult,Male,NOAA,39.16666667,0.940659745,135,2006,71.21130736,-154.7644771,24,0.999999978,-0.471228027,-0.3804993,1,-15,-4
PH2005_6003_2006,Adult,Male,NOAA,57.625,0.339975594,136,2006,71.21130736,-154.7644771,24,0.999999978,-0.872839355,-0.3567871,1,-14,-3
PH2005_6003_2006,Adult,Male,NOAA,18.79166667,0.246018702,137,2006,71.21130736,-154.7644771,24,0.999999978,-2.73480835,-0.3972229,1,-13,-2
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,138,2006,71.21130736,-154.7644771,24,0.999999978,-2.857580566,-0.4117187,1,-12,-1
PH2005_6003_2006,Adult,Male,NOAA,29.58333333,-0.638790506,139,2006,71.21130736,-154.7644771,24,0.999999978,-0.606115723,0.5136963,1,-11,0
PH2005_6003_2006,Adult,Male,NOAA,42.91666667,0.344557083,140,2006,71.21130736,-154.7644771,24,0.999999978,-0.566137695,0.501062,1,-10,1
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,141,2006,71.21130736,-154.7644771,24,0.999999978,-0.075811768,0.0674988,1,-9,2
PH2005_6003_2006,Adult,Male,NOAA,55,-0.188131949,142,2006,71.21130736,-154.7644771,24,0.999999978,-0.591162109,-0.4650024,1,-8,3
PH2005_6003_2006,Adult,Male,NOAA,43.75,0.608756299,143,2006,71.21130736,-154.7644771,24,0.999999978,-2.2722229,0.3541809,1,-7,4
PH2005_6003_2006,Adult,Male,NOAA,42.5,1.144426935,144,2006,71.21130736,-154.7644771,24,0.999999978,-0.16171875,-0.1948608,2,-6,5
PH2005_6003_2006,Adult,Male,NOAA,57.08333333,0.453421995,145,2006,71.21130736,-154.7644771,24,0.999999978,0.568383789,0.1698853,2,-5,6
PH2005_6003_2006,Adult,Male,NOAA,47.08333333,1.792307698,146,2006,71.21130736,-154.7644771,24,0.999999978,0.571374512,-0.4325623,3,-4,7
PH2005_6003_2006,Adult,Male,NOAA,32.91666667,-0.718857486,147,2006,71.21130736,-154.7644771,24,0.999999978,-0.776251221,-0.5923523,3,-3,8
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,148,2006,71.21130736,-154.7644771,24,0.999999978,-0.543127441,-1.5918335,4,-2,9
PH2005_6003_2006,Adult,Male,NOAA,27.08333333,1.090976227,149,2006,71.145,-154.801,24,0.999999978,0.596368408,-0.5494751,5,-1,10
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,150,2006,71.145,-154.801,24,0.999999978,-0.18704834,0.1064087,6,0,11
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,151,2006,71.145,-154.801,24,0.979999978,0.216760254,0.4118286,7,1,12
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,152,2006,71.145,-154.801,24,0.969999978,-0.370062256,0.1570984,7,2,13
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,153,2006,71.145,-154.801,24,0.999999978,-0.186102295,0.2161499,7,3,14
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,154,2006,71.145,-154.801,24,0.999999978,-1.201208496,1.3006531,7,4,15
PH2005_6003_2006,Adult,Male,NOAA,56.25,0.86430159,155,2006,71.145,-154.801,24,0.999999978,-1.518225098,1.4797607,7,5,16
PH2005_6003_2006,Adult,Male,NOAA,57.5,0.698495311,156,2006,71.338,-154.772,24,0.969999978,-0.198278809,1.2513977,7,9,11
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,157,2006,71.338,-154.772,24,0.989999978,0.943078613,0.5363098,8,10,12
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,158,2006,71.338,-154.772,24,0.989999978,0.930535889,1.1704041,9,11,13
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,159,2006,71.338,-154.772,24,0.999999978,0.739587402,0.8895508,10,12,14
PH2005_6003_2006,Adult,Male,NOAA,86.16666667,0.323831298,160,2006,71.338,-154.772,24,0.999999978,1.738153076,0.0356079,11,13,15
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,161,2006,71.338,-154.772,24,0.919999979,1.792260742,-0.5027832,12,14,16
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,162,2006,71.338,-154.772,24,0.809999982,3.009210205,-0.6336426,13,15,17
PH2005_6003_2006,Adult,Male,NOAA,NA,NA,163,2006,71.338,-154.772,24,0.799999982,1.559747314,-0.2784485,14,16,18
PH2005_6003_2006,Adult,Male,NOAA,89.5,0.437423144,164,2006,71.338,-154.772,24,0.829999981,1.646966553,0.7351929,15,17,19
PH2005_6003_2006,Adult,Male,NOAA,60.83333333,0.388917535,165,2006,71.338,-154.772,24,0.819999982,2.186425781,0.7413269,16,18,20
PH2005_6003_2006,Adult,Male,NOAA,30.83333333,1.317287253,166,2006,71.338,-154.772,24,0.849999981,1.19185791,0.8671204,17,19,21
PH2005_6004_2006,Adult,Male,NOAA,0,NA,46,2006,70.85211111,-158.3344444,6.921953347,0.989999978,-7.901373291,-20.2034515,0,-101,-87
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,47,2006,70.85211111,-158.3344444,7.095531018,0.999999978,-4.997869873,-24.7470001,0,-100,-86
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,48,2006,70.85211111,-158.3344444,7.267434723,0.999999978,-6.254400635,-29.5807098,0,-99,-85
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,49,2006,70.85211111,-158.3344444,7.437775667,0.999999978,-11.50302734,-29.2762817,0,-98,-84
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,50,2006,70.85211111,-158.3344444,7.606655466,0.999999978,-6.606665039,-22.0554871,0,-97,-83
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,51,2006,70.85211111,-158.3344444,7.774167425,0.999999978,-10.40689697,-19.7260193,0,-96,-82
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,52,2006,70.85211111,-158.3344444,7.940397617,0.999999978,-18.85970154,-22.722403,0,-95,-81
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,53,2006,70.85211111,-158.3344444,8.105425798,0.999999978,-21.21575012,-24.2455505,0,-94,-80
PH2005_6004_2006,Adult,Male,NOAA,0,NA,54,2006,70.85211111,-158.3344444,8.269326187,0.999999978,-23.04945984,-24.0756897,0,-93,-79
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,55,2006,70.85211111,-158.3344444,8.432168137,0.959999979,-24.80753174,-23.5570435,0,-92,-78
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,56,2006,70.85211111,-158.3344444,8.59401671,0.999999978,-23.06329956,-23.5941376,0,-91,-77
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,57,2006,70.85211111,-158.3344444,8.754933184,0.999999978,-17.90570679,-20.6247772,0,-90,-76
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,58,2006,70.85211111,-158.3344444,8.914975481,0.999999978,-21.44896545,-19.1229309,0,-89,-75
PH2005_6004_2006,Adult,Male,NOAA,0,NA,59,2006,70.85211111,-158.3344444,9.074198554,0.999999978,-22.66742554,-18.5106873,0,-88,-74
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,60,2006,70.85211111,-158.3344444,9.23265472,0.999999978,-24.1772522,-20.4870972,0,-87,-73
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,61,2006,70.85211111,-158.3344444,9.390393949,0.999999978,-23.90860596,-23.4732574,0,-86,-72
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,62,2006,70.85211111,-158.3344444,9.547464136,0.999999978,-23.28163757,-25.0605225,0,-85,-71
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,63,2006,70.85211111,-158.3344444,9.703911322,0.999999978,-20.28883972,-24.7054199,0,-84,-70
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,64,2006,70.85211111,-158.3344444,9.85977991,0.969999978,-18.88074341,-25.3299927,0,-83,-69
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,65,2006,70.85211111,-158.3344444,10.01511285,0.999999978,-17.44818726,-28.6924957,0,-82,-68
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,66,2006,70.85211111,-158.3344444,10.16995179,0.959999979,-17.58865967,-26.4067749,0,-81,-67
PH2005_6004_2006,Adult,Male,NOAA,0,NA,67,2006,70.85211111,-158.3344444,10.32433726,0.939999979,-19.94200745,-24.6336731,0,-80,-66
PH2005_6004_2006,Adult,Male,NOAA,51.25,-2.750348013,68,2006,70.85211111,-158.3344444,10.47830879,0.999999978,-23.59177246,-20.7626862,0,-79,-65
PH2005_6004_2006,Adult,Male,NOAA,0,NA,69,2006,70.85211111,-158.3344444,10.63190504,0.959999979,-24.78354492,-25.3203949,0,-78,-64
PH2005_6004_2006,Adult,Male,NOAA,0,NA,70,2006,70.85211111,-158.3344444,10.78516392,0.929999979,-25.86124268,-25.2967896,0,-77,-63
PH2005_6004_2006,Adult,Male,NOAA,0,NA,71,2006,70.85211111,-158.3344444,10.93812269,0.999999978,-31.09874573,-24.7238831,0,-76,-62
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,72,2006,70.85211111,-158.3344444,11.09081807,0.999999978,-28.9223999,-24.8655151,0,-75,-61
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,73,2006,70.85211111,-158.3344444,11.24328635,0.999999978,-26.1961731,-23.3718323,0,-74,-60
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,74,2006,70.85211111,-158.3344444,11.39556345,0.999999978,-25.54393616,-21.2378906,0,-73,-59
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,75,2006,70.85211111,-158.3344444,11.54768503,0.999999978,-27.6250824,-20.4581818,0,-72,-58
PH2005_6004_2006,Adult,Male,NOAA,0,NA,76,2006,70.85211111,-158.3344444,11.69968657,0.999999978,-27.30460205,-20.549353,0,-71,-57
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,77,2006,70.85211111,-158.3344444,11.85160344,0.979999978,-25.41919556,-20.1423553,0,-70,-56
PH2005_6004_2006,Adult,Male,NOAA,0,NA,78,2006,70.85211111,-158.3344444,12.00347101,0.919999979,-26.64676514,-19.5217194,0,-69,-55
PH2005_6004_2006,Adult,Male,NOAA,0,NA,79,2006,70.85211111,-158.3344444,12.15532469,0.999999978,-23.74683228,-20.2739319,0,-68,-54
PH2005_6004_2006,Adult,Male,NOAA,0,NA,80,2006,70.85211111,-158.3344444,12.30720004,0.999999978,-20.48789063,-19.4787048,0,-67,-53
PH2005_6004_2006,Adult,Male,NOAA,35.41666667,2.958042194,81,2006,70.85211111,-158.3344444,12.45913285,0.919999979,-19.81755676,-20.713736,0,-66,-52
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,82,2006,70.85211111,-158.3344444,12.6111592,0.999999978,-20.25247803,-23.7777313,0,-65,-51
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,83,2006,70.85211111,-158.3344444,12.76331558,0.959999979,-20.31423035,-25.6438965,0,-64,-50
PH2005_6004_2006,Adult,Male,NOAA,0,NA,84,2006,70.85211111,-158.3344444,12.91563893,0.969999978,-20.00609436,-24.4594177,0,-63,-49
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,85,2006,70.85211111,-158.3344444,13.0681668,0.969999978,-20.90674438,-23.8881134,0,-62,-48
PH2005_6004_2006,Adult,Male,NOAA,0,NA,86,2006,70.85211111,-158.3344444,13.22093738,0.979999978,-19.20526733,-20.2649445,0,-61,-47
PH2005_6004_2006,Adult,Male,NOAA,0,NA,87,2006,70.85211111,-158.3344444,13.37398964,0.999999978,-19.78404846,-18.4600128,0,-60,-46
PH2005_6004_2006,Adult,Male,NOAA,32.91666667,-2.93273492,88,2006,70.85211111,-158.3344444,13.52736346,0.979999978,-24.16835632,-19.0088715,0,-59,-45
PH2005_6004_2006,Adult,Male,NOAA,0,NA,89,2006,70.85211111,-158.3344444,13.68109971,0.979999978,-26.77670898,-17.8086304,0,-58,-44
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,90,2006,70.85211111,-158.3344444,13.83524037,0.999999978,-24.68598022,-16.999762,0,-57,-43
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,91,2006,70.85211111,-158.3344444,13.98982875,0.999999978,-22.8646759,-17.0238708,0,-56,-42
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,92,2006,70.85211111,-158.3344444,14.14490955,0.999999978,-19.32744446,-17.3853821,0,-55,-41
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,93,2006,70.85211111,-158.3344444,14.30052909,0.999999978,-17.16313782,-17.7953094,0,-54,-40
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,94,2006,70.85211111,-158.3344444,14.45673548,0.929999979,-17.38387146,-19.3667511,0,-53,-39
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,95,2006,70.85211111,-158.3344444,14.61357884,0.979999978,-17.34769287,-18.7021393,0,-52,-38
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,96,2006,70.85211111,-158.3344444,14.7711115,0.999999978,-16.81226196,-16.6458191,0,-51,-37
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,97,2006,70.85211111,-158.3344444,14.9293883,0.999999978,-17.29730835,-14.9856628,0,-50,-36
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,98,2006,70.85211111,-158.3344444,15.08846685,0.979999978,-18.60413208,-11.9884705,0,-49,-35
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,99,2006,70.85211111,-158.3344444,15.24840791,0.929999979,-18.10780945,-11.1965698,0,-48,-34
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,100,2006,70.85211111,-158.3344444,15.40927568,0.999999978,-19.7651886,-10.5294556,0,-47,-33
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,101,2006,70.85211111,-158.3344444,15.57113831,0.959999979,-18.91307678,-12.1547607,0,-46,-32
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,102,2006,70.85211111,-158.3344444,15.73406834,0.979999978,-16.70831909,-15.1595215,0,-45,-31
PH2005_6004_2006,Adult,Male,NOAA,0,NA,103,2006,70.85211111,-158.3344444,15.89814326,0.999999978,-15.94660034,-18.2466644,0,-44,-30
PH2005_6004_2006,Adult,Male,NOAA,54.16666667,2.891428794,104,2006,70.85211111,-158.3344444,16.06344616,0.989999978,-11.81659546,-17.4089417,0,-43,-29
PH2005_6004_2006,Adult,Male,NOAA,0,NA,105,2006,70.85211111,-158.3344444,16.23006648,0.979999978,-11.60281982,-17.8837189,0,-42,-28
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,106,2006,70.85211111,-158.3344444,16.39810086,0.999999978,-10.99820557,-16.6403259,0,-41,-27
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,107,2006,70.85211111,-158.3344444,16.56765414,0.999999978,-11.70163574,-16.3171143,0,-40,-26
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,108,2006,70.85211111,-158.3344444,16.73884057,0.999999978,-12.86264648,-13.5395264,0,-39,-25
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,109,2006,70.85211111,-158.3344444,16.91178521,0.999999978,-18.18416443,-9.1840881,0,-38,-24
PH2005_6004_2006,Adult,Male,NOAA,0,NA,110,2006,70.85211111,-158.3344444,17.0866256,0.999999978,-18.29175415,-9.6758789,0,-37,-23
PH2005_6004_2006,Adult,Male,NOAA,22.91666667,-3.011274736,111,2006,70.85211111,-158.3344444,17.26351374,0.999999978,-16.85248413,-12.7165588,0,-36,-22
PH2005_6004_2006,Adult,Male,NOAA,16.25,-3.038836394,112,2006,70.85211111,-158.3344444,17.44261853,0.999999978,-16.24970093,-10.6232971,0,-35,-21
PH2005_6004_2006,Adult,Male,NOAA,20.83333333,-2.973241103,113,2006,70.85211111,-158.3344444,17.62412871,0.999999978,-15.85617676,-8.4087891,0,-34,-20
PH2005_6004_2006,Adult,Male,NOAA,0,NA,114,2006,70.85211111,-158.3344444,17.80825644,0.999999978,-12.31296387,-8.0240234,0,-33,-19
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,115,2006,70.85211111,-158.3344444,17.99524178,0.999999978,-8.340338135,-6.5418762,0,-32,-18
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,116,2006,70.85211111,-158.3344444,18.1853583,0.989999978,-8.761816406,-6.5416931,0,-31,-17
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,117,2006,70.85211111,-158.3344444,18.37892008,0.979999978,-13.20093384,-9.3252014,0,-30,-16
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,118,2006,70.85211111,-158.3344444,18.57629082,0.999999978,-10.33423462,-6.8047852,0,-29,-15
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,119,2006,70.85211111,-158.3344444,18.77789563,0.999999978,-8.260351562,-8.4412903,0,-28,-14
PH2005_6004_2006,Adult,Male,NOAA,0,NA,120,2006,70.85211111,-158.3344444,18.98423652,0.999999978,-8.391210937,-9.1373657,0,-27,-13
PH2005_6004_2006,Adult,Male,NOAA,22.91666667,-1.496838,121,2006,70.85211111,-158.3344444,19.19591337,0.999999978,-7.291876221,-8.3040527,0,-26,-12
PH2005_6004_2006,Adult,Male,NOAA,0,NA,122,2006,70.85211111,-158.3344444,19.41365258,0.999999978,-6.768255615,-5.825293,0,-25,-11
PH2005_6004_2006,Adult,Male,NOAA,0,NA,123,2006,70.85211111,-158.3344444,19.63834751,0.999999978,-10.96582642,-4.1364807,0,-24,-10
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,124,2006,70.85211111,-158.3344444,19.87111671,0.999999978,-7.648535156,-1.3866638,0,-23,-9
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,125,2006,70.85211111,-158.3344444,20.11339112,0.999999978,-7.675665283,-0.9041199,0,-22,-8
PH2005_6004_2006,Adult,Male,NOAA,41.58333333,-1.059342134,126,2006,70.85211111,-158.3344444,20.36704938,0.949999979,-8.731115723,-1.3214478,0,-21,-7
PH2005_6004_2006,Adult,Male,NOAA,9.583333333,0.559668913,127,2006,70.85211111,-158.3344444,20.63463864,0.989999978,-8.272802734,-2.0396179,0,-20,-6
PH2005_6004_2006,Adult,Male,NOAA,49.58333333,-1.387536755,128,2006,70.85211111,-158.3344444,20.9197573,0.999999978,-6.442480469,0.5720459,0,-19,-5
PH2005_6004_2006,Adult,Male,NOAA,25.83333333,-0.572249828,129,2006,70.85211111,-158.3344444,21.22777337,0.969999978,-3.558355713,0.0053345,0,-18,-4
PH2005_6004_2006,Adult,Male,NOAA,42.5,0.116282561,130,2006,70.85211111,-158.3344444,21.56732669,0.939999979,-1.558538818,-1.9040894,0,-17,-3
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,131,2006,70.85211111,-158.3344444,21.95400703,0.999999978,-1.208807373,-1.9301208,0,-16,-2
PH2005_6004_2006,Adult,Male,NOAA,23.33333333,-0.496328006,132,2006,70.85211111,-158.3344444,22.42201774,0.999999978,-1.821447754,-2.4278931,0,-15,-1
PH2005_6004_2006,Adult,Male,NOAA,32.91666667,0.208857734,133,2006,70.85211111,-158.3344444,23.08898194,0.999999978,-2.96930542,-1.0592407,0,-14,0
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,134,2006,70.85211111,-158.3344444,24,0.999999978,0.486108398,-0.6755127,1,-13,1
PH2005_6004_2006,Adult,Male,NOAA,53.33333333,-0.093229671,135,2006,70.85211111,-158.3344444,24,0.999999978,-0.041540527,-0.3804993,1,-12,2
PH2005_6004_2006,Adult,Male,NOAA,57.08333333,0.336848546,136,2006,70.85211111,-158.3344444,24,0.969999978,-1.732214355,-0.3567871,1,-11,3
PH2005_6004_2006,Adult,Male,NOAA,NA,NA,137,2006,70.85211111,-158.3344444,24,0.939999979,-3.12543335,-0.3972229,1,-10,4
PH2005_6004_2006,Adult,Male,NOAA,0,NA,138,2006,70.85211111,-158.3344444,24,0.999999978,-3.474768066,-0.4117187,1,-9,5
PH2005_6004_2006,Adult,Male,NOAA,18.75,-0.356265334,139,2006,70.85211111,-158.3344444,24,0.999999978,-0.926428223,0.5136963,1,-8,6
PH2005_6004_2006,Adult,Male,NOAA,36.66666667,0.983638478,140,2006,70.85211111,-158.3344444,24,0.999999978,-0.870825195,0.501062,1,-7,7
PH2005_6004_2006,Adult,Male,NOAA,30.41666667,0.83666721,141,2006,70.85211111,-158.3344444,24,0.999999978,-0.325811768,0.0674988,1,-6,8
PH2005_6004_2006,Adult,Male,NOAA,49.58333333,0.185004901,142,2006,70.85211111,-158.3344444,24,0.999999978,-0.716162109,-0.4650024,1,-5,9
PH2005_6004_2006,Adult,Male,NOAA,37.5,0.249800249,143,2006,70.85211111,-158.3344444,24,0.999999978,-2.0222229,0.3541809,1,-4,10
